id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url
"2838","Justice","William Maloney","Confidential Assistant, Office Of The Associate Attorney General","Confidential Assistant, Office Of Justice Programs","","$44,941","","2017-09-18","","","","","29","william-maloney-justice","","","","","justice","","","","","","","","","Maloney","","","","","https://www.documentcloud.org/documents/4824534-William-Maloney-Resume.html"
"2853","National Endowment for the Arts","Zachary Todd Lamb","Public Affairs Specialist","","","","2017-12-03","","","","","","37","zachary-todd-lamb","","","","","national-endowment-for-the-arts","","","","","","","","","Lamb","","","","","https://www.documentcloud.org/documents/4824565-Zachary-Todd-Lamb-Resume.html"
"2840","Housing and Urban Development","William O. Russell","Senior Advisor","","","$161,900","2017-01-20","2017-04-02","","","","Financial disclosure not required because of limited term of service","75","william-o-russell","","","","","housing-and-urban-development","","","","","","","","","Russell","","","","",""
"2851","Homeland Security","Zachary D. Fuentes","Military Assistant to the Secretary of Homeland Security","","","","","2017-09-06","","","","","62","zachary-d-fuentes","","","","","homeland-security","","","","","","","","","Fuentes","","","White House Office","",""
"2837","National Endowment for the Arts","William Maloney","Utility","Confidential Assistant to the Senior Deputy Chairman","","$134,789-$164,200*","2017-01-25","","","","","Financial disclosure not required for this position","37","william-maloney","","","","","national-endowment-for-the-arts","","","","","","","","","Maloney","","","Justice","",""
"2852","White House Office","Zachary D. Fuentes","Assistant to the President and Deputy Chief of Staff","Deputy Assistant to the President and Senior Advisor to the Chief of Staff","Special Assistant to the President and Assistant to the Chief of Staff","","2017-09-06","","","","","","36","zachary-d-fuentes-white-house-office","","","","","white-house-office","","","","","","","","","Fuentes","","","","",""
"2839","Environmental Protection Agency","William McIntosh","Regional Administrator","","","$179,700","","","","","","","63","william-mcintosh","","","","","environmental-protection-agency","","","","","","","","","McIntosh","","","","",""
"2846","Agriculture","William Sullivan","State Executive Director - Rhode Island","","","$138,478","2018-06-04","","","","","","5","william-sullivan","","","","","agriculture","false","","","","","","","","Sullivan","","","","",""
"2849","Office of the Vice President","Zach Bauer","Special Assistant to the Vice President","","","","","","","","","","57","zach-bauer","","","","","office-of-the-vice-president","","","","","","","","","Bauer","","","","",""
"2834","Homeland Security","William Joseph Mitchelson","Advance Representative","","","$54,972","","","","","","","62","william-joseph-mitchelson","","","","","homeland-security","","","","","","","","","Mitchelson","","","","",""
"2842","Homeland Security","William Patrick Sheehan","Program Analyst","","","$54,972","2017-09-05","","","","","","62","william-patrick-sheehan","","","","","homeland-security","","","","","","","","","Sheehan","","","","",""
"2844","Education","William Robert Payne","Consultant","","","Unpaid","2017-09-13","","","","","Special-government employees are not required to submit publicly-available financial disclosures","3","william-robert-payne","","","","","education","","","","","","","","true","Payne","","","","",""
"2847","Education","William Trachman","Attorney Adviser","","","$161,900","","","","","","","3","william-trachman","","","","","education","","","","","","","","","Trachman","","","","",""
"2845","State","William Russell","Protocol Officer (Visits)","","","$79,720","","","","","","","12","william-russell","","","","","state","","","","","","","","","Russell","","","","",""
"2843","Federal Communications Commission","William Rinehart","Working Group Member, Consumer Advisory Committee-9 Working Group","","","None","2017-08-03","","","","","Special-government employees are not required to submit publicly-available financial disclosures","20","william-rinehart","","","","","federal-communications-commission","","","","","","","","true","Rinehart","","","","",""
"2835","Justice","William Joseph Rinner","Counsel","","","$126,958","2017-09-05","","","","","","29","william-joseph-rinner","","","","","justice","","","","","","","","","Rinner","","","","",""
"2850","Justice","Zachary Charles Bolitho","Counsel","","","$140,552","2017-05-22","","","","","","29","zachary-charles-bolitho","","","","","justice","","","","","","","","","Bolitho","","","","",""
"2848","White House Office","William W. McCathran","Assistant Executive Clerk","","","$116,914","","","","","","","36","william-w-mccathran","","","","","white-house-office","","","","","","","","","McCathran","","","","",""
"2869","Education","Valeria Tkacik","Confidential Assistant, Office of Career Technical and Adult Education","","","$45,972","2018-10-16","","","","","","3","valeria-tkacik","","","","","education","","","","","I am a results-driven, motivated and service-oriented individual. My personal story, which displays leadership and commitment, also evidences my ability to succeed. I was born without my left arm, which has contributed to my determined and confident nature, an outgoing personality and a positive attitude, never hesitating to assume new challenges, nor letting my situation prevent me from accomplishing goals.","LinkedIn","https://www.linkedin.com/in/valeriatkacik/","","Tkacik","","","","",""
"2860","Energy","William S. \"Bill\" Cooper","Senior Advisor, Office of the Deputy Secretary","","","$155,500","2018-11-01","","","","","","69","william-s-bill-cooper","true","","","","energy","","","","https://www.linkedin.com/in/bill-cooper-56991a6/","Mr. Cooper currently serves as Senior Counsel and Director of McConnell Valdés law firm in Washington D.C. Prior to joining McConnell Valdés, he served as Staff Director for the Energy and Mineral Resources Subcommittee of the United States House of Representatives Committee on Natural Resources and as Senior Policy Advisor on the National Environmental Policy Act for the full committee. Mr. Cooper was also the Executive Director, and later President, of the Center for Liquefied Natural Gas (CLNG) and the Counsel to the United States House Committee on Energy and Commerce.  Prior to his work in Washington, D.C., he practiced law in Tennessee.","White House","https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-personnel-key-administration-posts-55/","","Cooper","","","","",""
"2866","Defense","Catherine E. Sendak","Principal Director (Russia, Ukraine and Eurasia Policy)","","","$148,267","2018-10-21","","","","","","13","catherine-e-sendak","","","","","defense","","","","","Armed Services Committee","Google Books","https://books.google.com/books?id=Kl_GqvpDelsC&pg=PA343&lpg=PA343&dq=Catherine+E.+Sendak&source=bl&ots=B53ZJxcOWp&sig=ACfU3U1D2XksloGZVBh1ZrHx7BWRmw5Wpg&hl=en&sa=X&ved=2ahUKEwisidvL05HgAhXUJzQIHTUIA3sQ6AEwA3oECAcQAQ#v=onepage&q=Catherine%20E.%20Sendak&f=false","","Sendak","","","","",""
"2864","Energy","Thomas Conner Ingram","Legislative Affairs Advisor","","","$81,548","2018-10-28","","","","","","69","thomas-conner-ingram","","","","","energy","","","","","Tom Ingram returned to The Ingram Group – the firm he founded in 1983 – after serving seven years as Chief of Staff to U.S. Senator Lamar Alexander and Staff Director of the Senate Republican Conference.   While in the Senate, Ingram also founded the Senate Bipartisan Chiefs of Staff organization that survives to this day with more than 60 of the Senate’s 100 chiefs of staff participating on a regular basis.  In March 2010, under Ingram’s leadership, The Ingram Group opened the Group's Washington office. Tom was a reporter for the Nashville Tennessean and the former Nashville Banner and has been at the epicenter of politics and government – in Tennessee and Washington – for more than three decades. In addition to being a part of all of Alexander’s campaigns and serving as Governor Alexander’s deputy and chief of staff, Ingram also oversaw winning political campaigns for Senator Fred Thompson, Governor Don Sundquist, Senator Bob Corker, and Governor Bill Haslam.","The Ingram Group","http://www.ingramgroup.com/tom-ingram","","Ingram","","","","",""
"2862","Commerce","Cary Davis-Leizerowski","Senior Advisor, International Trade Administration","","","$114,590","2018-10-28","","","","","","15","cary-davis-leizerowski","","","","","commerce","","","","","Cary is the Senior Advisor to the Undersecretary for International Trade at the Department of Commerce, holding an interim Secret security clearance. Cary works with great American businesses and workers to increase U.S. exports, protect vital industries and supply chains, and combat unfair trade by China.

For two years prior, Cary served as Legislative Director and General Counsel for Congressman Dan Donovan, Chair of a House Homeland Security subcommittee.

Cary has written legislation on international commerce which has passed the House of Representatives unanimously and which was featured as the top headline on The Drudge Report. He has written bills featured on CNN, Breitbart, and Zero Hedge and which were the world's top-searched Congressional legislation. Cary managed a four-person legislative team of attorneys and legislative assistants.

Before Federal service, Cary was a litigator and trial attorney at Reed Smith, working on complex commercial litigation and cyber & data issues such as privacy policies, breach protocol, international data transfers, & E911. Cary represented Uber in legislation, regulation, intellectual property disputes, and anti-trust litigation.

In addition to his legislative and commercial legal practice, Cary’s leadership efforts have included pro bono representation for abused kids and homeless families; Philadelphia Bar Association; President of the Friends of the Israel Defense Forces Young Leadership; membership in Global Philadelphia Association, which helped make Philadelphia the first World Heritage City in the US; and USA250 for the celebration for the 250th birthday of the United States.

Cary served in the Senate as a Law Clerk for Senator Ron Johnson on the Committee on Homeland Security.

Cary has been listed in Philadelphia Business Journal People on the Move, and he has published an article in the Technology Law Dispatch entitled “More Data Vulnerabilities, Cyber Breaches detected in Healthcare Exchanges.”","LinkedIn","https://www.linkedin.com/in/cary-davis1/","","Davis-Leizerowski","","","","",""
"2871","Commerce","Beeta Christine Rafiekian","Special Assistant, International Trade Administration","","","$81,548","2018-10-15","","","","","","15","beeta-christine-rafiekian","","","","","commerce","","","","","Experienced Project Coordinator with a demonstrated history of working in government and non-profits. Results-driven go-getter with a can-do attitude. Strong program and project management professional with a B.A. focused in International Studies and Law & Society from American University.","LinkedIn","https://www.linkedin.com/in/beetachristine/","","Rafiekian","","","","",""
"2865","Energy","Michael Arthur Watson","Special Assistant to the White House Liaison","","","$56,233","2018-10-22","","","","","","69","michael-arthur-watson","","","","","energy","false","","","","","","","","Watson","","","","",""
"2886","Energy","Leonard Hall O'Connor Spearman","Senior Advisor, Assistant Secretary for Environmental Management","","","$134,789","2018-10-10","","","","","","69","leonard-hall-o-connor-spearman","","","","","energy","","","","","","","","","Spearman","","","","",""
"2867","Defense","Nikolas Mikula","Special Assistant, Office of the Under Secretary of Defense (Intelligence)","","","$122,230","2018-10-21","","","","","","13","nikolas-mikula","","","","","defense","","","","","","","","","Mikula","","","","",""
"2863","Education","Christopher Brinson","Attorney Adviser","","","$134,789","2018-10-28","","","","","","3","christopher-brinson","","","","","education","","","","","","","","","Brinson","","","","",""
"2870","Commerce","Katherine Armstrong","Confidential Assistant, Office of the Chief of Staff","","","$45,972","2018-10-15","","","","","","15","katherine-armstrong","","","","","commerce","","","","","","","","","Armstrong","","","","",""
"2868","National Endowment for the Humanities","Mona Michelle Young","Staff Assistant to the Chairman","","","$72,573","2018-10-18","","","","","","35","mona-michelle-young","","","","","national-endowment-for-the-humanities","","","","","","","","","Young","","","","",""
"2877","Agriculture","Robert MacGregor","Policy Advisor, Office of the Assistant Secretary for Congressional Relations","","","$96,970","2018-10-14","","","","","","5","robert-macgregor","","","","","agriculture","","","","","Natural Resources and Environment (NRE)

    U.S. Forest Service (USFS)

Research, Education and Economics (REE)

    Agricultural Research Service (ARS)
    Economic Research Service (ERS)
    National Agricultural Statistics Service (NASS)
    National Institute of Food & Agriculture (NIFA)

Office of Pesticide Management Policy","USDA Official Website","https://www.usda.gov/our-agency/staff-offices/office-congressional-relations-ocr/ocr-staff","","MacGregor","","","","",""
"2879","Agriculture","Dana Peterson","Chief of Staff, Rural Utilities Service","","","$150,000","2018-10-14","","","","","","5","dana-peterson","true","","","","agriculture","","","","https://www.linkedin.com/in/danajpeterson/","Visionary developer of people and relationships. Change agent for individuals and organizations. Realistic administrator of ideas, strategies and resources. Friendly connector, contemplative organizer and expressive communicator who is able to simplify complex concepts for the average person and engage diverse audiences in finding consensus.","LinkedIn","https://www.linkedin.com/in/danajpeterson/","","Peterson","","","","",""
"2876","Agriculture","Marsha Baker","Chief of Staff, Office of the Chief Financial Officer","","","$165,000","2018-10-14","","","","","","5","marsha-baker","","","","","agriculture","","","","","Results-driven project manager with over 20+ years of experience and in-depth knowledge in Sarbanes-Oxley compliance, accounting, internal controls, internal audit, change management and  finance.","LinkedIn","https://www.linkedin.com/in/marshabaker77/","","Baker","","","","",""
"2881","Energy","Siegfried Lane Genatowski","Senior Advisor, Under Secretary for Science","","","$155,500","2018-10-14","","","","","","69","siegfried-lane-genatowski","","","","","energy","","","","","US Utilities portfolio manager with 25+ years of utility investment banking experience at Wells, Fargo, Bank of America, JP Morgan Chase and Kidder, Peabody. A track record of increasing banking and managerial responsibility in an investment banking environment. Current and previous licenses include Series 24, 65, 66 and 7, as well as NY Bar admission.","LinkedIn","https://www.linkedin.com/in/s-lane-genatowski-b560b936/","","Genatowski","","","","",""
"2875","Health and Human Services","Mary Catherine Mayhew","Deputy Administrator and Director, Center for Medicaid and CHiP Services","","","$179,700","2018-10-14","","","","","","6","mary-catherine-mayhew","","","","","health-and-human-services","","","","","Currently Deputy Administrator, Director of the federal Medicaid & CHIP Programs. Served as Governor LePage’s Commissioner of the Department of Health & Human Services for 6 1/2 years. The agency had a $3.5 billion annual budget and over 3400 employees. Previously served as Vice President of the Maine Hospital Association for 11 years.","LinkedIn","https://www.linkedin.com/in/mary-mayhew-7b7315153/","","Mayhew","","","","",""
"2883","Homeland Security","Ileana Ydolia Garcia","Deputy Press Secretary","","","$114,590","2018-10-14","","","","","","62","ileana-ydolia-garcia","","","","","homeland-security","","","","","Ileana García, who created Latinas for Trump to express \"freedom\" and counter antagonism against Hispanic supporters of Donald Trump, was hired recently by the Trump campaign and is spending the week at the Republican National Convention to act as a liaison with Latino media","NBC News","https://www.nbcnews.com/news/latino/founder-latinas-trump-latinos-will-put-him-over-top-n611281","","Garcia","","","","",""
"2874","Housing and Urban Development","Mary Margaret Jenkins","Policy Advisor, Office of Policy and Indian Housing","","","$68,036","2018-10-15","","","","","","75","mary-margaret-jenkins","","","","","housing-and-urban-development","","","","","","","","","Jenkins","","","","",""
"2885","Treasury","Arianne Claire Couch","Special Assistant to the Executive Secretary","","","$45,972","2018-10-14","","","","","","64","arianne-claire-couch","","","","","treasury","","","","","","","","","Couch","","","","",""
"2878","Agriculture","Anna Osterlind","Policy and Congressional Advisor","","","$118,410","2018-10-14","","","","","","5","anna-osterlind","","","","","agriculture","","","","","","","","","Osterlind","","","","",""
"2880","Agriculture","Ashton Saunders","Confidential Assistant, Office of the Secretary","","","$56,233","2018-10-14","","","","","","5","ashton-saunders","","","","","agriculture","","","","","","","","","Saunders","","","","",""
"2882","Health and Human Services","Kristina Lyn Harder","Deputy Chief of Staff, Office of the Assistant Secretary for Health","","","$81,548","2018-10-14","","","","","","6","kristina-lyn-harder","","","","","health-and-human-services","","","","","","","","","Harder","","","","",""
"2884","Homeland Security","Jeffrey Orzechowski","Advisor to the Chief of Staff, Office of the Assistant Secretary for Policy","","","$96,970","2018-10-14","","","","","","62","jeffrey-orzechowski","","","","","homeland-security","","","","","","","","","Orzechowski","","","","",""
"2888","Environmental Protection Agency","Lynn DeKleva","Environmental Engineer","","","$164,200","2018-10-09","","","","","","63","lynn-dekleva","","","","","environmental-protection-agency","","","","","Lynn DeKleva, who worked for decades at chemical giant DuPont, was appointed to a job as an environmental engineer in the Environmental Protection Agency’s chemical safety and pollution prevention office in October. Typically, environmental engineering positions are not political appointments. DeKleva did not respond to ProPublica’s requests for comments. The EPA said in a statement that DeKleva “brings considerable product stewardship experience and knowledge with her to assist” the agency.","ProPublica","https://www.propublica.org/article/trump-town-95-new-undisclosed-trump-administration-appointees","","DeKleva","","","","",""
"2890","Energy","Darcey Carolyn Bolin","Senior Advisor, Assistant Secretary for Environmental Management","","","$164,200","2018-10-03","","","","","","69","darcey-carolyn-bolin","","","","","energy","","","","","Experienced Program Manager with a demonstrated history of working in the Federal Government (DOE and DOD), Oil and Gas and commercial construction market sectors. Skilled in EVMS, Estimating, Change Management, Risk Management, Project Management, Procurement and Contract Management. Large program experience and strong project management experience in several different industries","LinkedIn","https://www.linkedin.com/in/darcey-bolin-a2a3a931/","","Bolin","","","","",""
"2891","Homeland Security","Daniel Gregory Kroese","Senior Advisor, Office of the Under Secretary for National Protection and Programs Directorate","","","","2018-10-03","","","","","","62","daniel-gregory-kroese","","","","","homeland-security","","","","","Ambitious professional with deep understanding of public policy and cybersecurity. Avid rock climber  and outdoor enthusiast.","LinkedIn","https://www.linkedin.com/in/dgkroese/","","Kroese","","","","",""
"2899","Agriculture","Andrew Shaeffer","Confidential Assistant, Rural Business Service","","","$56,233","2018-09-30","","","","","","5","andrew-shaeffer","","","","","agriculture","","","","","University of Virginia Fourth Year majoring in Government with experience in political campaigns, fundraising, and in the United States Senate","LinkedIn","https://www.linkedin.com/in/andrew-shaeffer-2abb47128/","","Shaeffer","","","","",""
"2895","Transportation","Benjamin David Kochman","Government Affairs Officer","","","$96,970","2018-10-01","","","","","","32","benjamin-david-kochman","","","","","transportation","","","","","Ben Kochman is now a senior congressional affairs officer for the Department of Transportation. He was previously legislative director for Rep. Kay Granger (R-Texas).","Politico","https://www.politico.com/newsletters/huddle/2018/10/10/who-could-succeed-haley-mccarthy-introducing-build-the-wall-act-grassley-mcconnell-differ-on-2020-scotus-vacancy-north-dakota-implementing-voter-id-law-324338","","Kochman","","","","",""
"2889","Environmental Protection Agency","Nathaniel Zimmer","Senior Advisor for the Office of International and Tribal Affairs","","","$89,703","2018-10-09","","","","","","63","nathaniel-zimmer","","","","","environmental-protection-agency","","","","","","","","","Zimmer","","","","",""
"2892","Energy","Caitlin Jean Davis","Special Assistant, Assistant Secretary for Energy Efficiency and Renewable Energy","","","$81,548","2018-10-02","","","","","","69","caitlin-jean-davis","","","","","energy","","","","","","","","","Davis","","","","",""
"2898","Agriculture","Lorena O. McElwain","Chief of Staff, Office of the Assistant Secretary for Civil Rights","","","$165,000","2018-09-30","","","","","","5","lorena-o-mcelwain","","","","","agriculture","","","","","","","","","McElwain","","","","",""
"2896","State","Morgan Augustus Dively","Staff Assistant, Office of the Secretary","","","$45,972","2018-09-30","","","","","","12","morgan-augustus-dively","","","","","state","","","","","","","","","Dively","","","","",""
"2894","Personnel Management","Marina Golovkina","Confidential Assistant, Office of the Director","","","$68,036","2018-10-01","","","","","","16","marina-golovkina","","","","","personnel-management","","","","","","","","","Golovkina","","","","",""
"2906","Environmental Protection Agency","David Dunlap","Deputy Assistant Administrator for Science Policy","","","$179,700","2018-09-30","","","","","","63","david-dunlap","true","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/dunlap-david-78981834/","See Link, Long bio","Chemical Watch","https://chemicalwatch.com/70929/trump-taps-former-industry-executive-for-epas-science-arm","","Dunlap","","","","",""
"2913","Personnel Management","Charles S. Phalen","Senior Advisor to the Director on NBIB Transition","","","","2018-09-25","","","","","","16","charles-s-phalen","","","","","personnel-management","","","","","In  his  previous  position,  Mr.  Phalen  was  Vice  President,  Corporate  Security  for  Northrop  
Grumman Corporation and led the security organization, responsible for overseeing the security 
policies, procedures and processes that protect company employees, information and property.
Prior to that, Mr. Phalen spent 30 years in the federal service.  His most recent government 
positions include Director of Security for the Central Intelligence Agency (CIA); Assistant Di
-
rector, Security Division, Federal Bureau of Investigation; Chief, Protective Programs Group, 
CIA Office of Security; Executive Officer, CIA Office of Security; Center Chief, CIA Office of 
Facilities and Security Services; and Chief, Facilities and Information Security Division, Na
-
tional Reconnaissance Office.  Previously, he worked in or managed security activities involving 
investigations, operations support, risk analysis, and facility and asset protection, in the United 
States and abroad. Mr. Phalen has a bachelor’s degree in law enforcement and criminology from the University of 
Maryland.  He is a member of the American Society for Industrial Security and is active in a 
number of external security forums.","US office of personnel management","https://www.intelligence.senate.gov/sites/default/files/documents/bio-cphalen-030718.pdf","","Phalen","","","","",""
"2901","Defense","Hilton S. Beckham","Defense Fellow","","","$68,036","2018-09-30","","","","","","13","hilton-s-beckham","","","","","defense","","","","","","","","","Beckham","","","","",""
"2912","Labor","Douglas Geho","Counsel and Policy Advisor, Office of the Assistant Secretary for Policy","","","$164,200","2018-09-26","","","","","","14","douglas-geho","","","","","labor","","","","","","","","","Geho","","","","",""
"2914","Commerce","Ali Ahmad","Associate Director for Communications","","","$135,000","2018-09-24","","","","","","15","ali-ahmad","","","","","commerce","","","","","","","","","Ahmad","","","","",""
"2909","Justice","Omeed Assefi","Counsel, Civil Rights Division","","","$96,970","2018-09-30","","","","","","29","omeed-assefi","","","","","justice","","","","","","","","","Assefi","","","","",""
"2902","Education","John Lucas Adair","Confidential Assistant, Office of the Under Secretary","","","$68,036","2018-09-30","","","","","","3","john-lucas-adair","","","","","education","","","","","","","","","Adair","","","","",""
"2903","Education","Erin Paige Agostin","Special Assistant, Office of Postsecondary Education","","","$96,970","2018-09-30","","","","","","3","erin-paige-agostin","","","","","education","","","","","","","","","Agostin","","","","",""
"2915","Education","Jordan Harding","Special Assistant (Supervisory), Office of Legislation and Congressional Affairs","","","$114,590","2018-09-24","","","","","","3","jordan-harding","","","","","education","","","","","","","","","Harding","","","","",""
"2973","Health and Human Services","Breanna Leider","Deputy General Counsel","","","$179,700","2018-09-02","","","","","","6","breanna-leider","","","","","health-and-human-services","","","","","","","","","Leider","","","","",""
"2910","National Endowment for the Arts","Christine Gant","Advisor to the Director of Event Management and Development","","","$68,036","2018-09-30","","","","","","37","christine-gant","","","","","national-endowment-for-the-arts","","","","","","","","","Gant","","","","",""
"2908","Homeland Security","Drew Bailey","Advisor to the Executive Secretary","","","$68,036","2018-09-30","","","","","","62","drew-bailey","","","","","homeland-security","","","","","","","","","Bailey","","","","",""
"2905","Environmental Protection Agency","Sean Donahue","Special Advisor, Office of the Executive Secretariat","","","$81,548","2018-09-30","","","","","","63","sean-donahue","","","","","environmental-protection-agency","","","","","","","","","Donahue","","","","",""
"2972","Environmental Protection Agency","Victoria Tran","Special Advisor, Office of the Executive Secretariat","","","$81,548","2018-09-02","","","","","","63","victoria-tran","","","","","environmental-protection-agency","","","","","","","","","Tran","","","","",""
"2923","Housing and Urban Development","Kelsie J. Wendelberger","Scheduling and Advance Coordinator, Office of the Administration","","","$81,548","2018-09-17","","","","","","75","kelsie-j-wendelberger","","","","","housing-and-urban-development","","","","","Seeking to serve and be an agent of restoration and renewal in the world.

Highly-motivated and innovative foreign affairs and political science professional with substantial leadership experience in both the public and private sector, locally, nationally, and internationally. I specialize in the areas of statecraft, refugee relief, disaster response, and microfinance, and have significant experience in the Middle East.","LinkedIn","https://www.linkedin.com/in/kelsiewendelberger/","","Wendelberger","","","","",""
"2918","Commerce","Bradley McKinney","Senior Advisor, International Trade Administration","","","$114,590","2018-09-17","","","","","","15","bradley-mckinney","true","","","","commerce","","","","https://www.linkedin.com/in/bradmckinney/","","","","","McKinney","","","","",""
"2920","Housing and Urban Development","Jalen D. Drummond","Special Assistant, Office of the Deputy Secretary","","","$45,972","2018-09-17","","","","","","75","jalen-d-drummond","","","","","housing-and-urban-development","","","","","Drummond is from Randolph County and previously interned for former Rep. Mike Rodgers (R-AL) and former Sen. Luther Strange (R-AL)","Daily Wire","https://www.dailywire.com/news/35941/black-man-attacked-left-interning-white-house-kassy-dillon","","Drummond","","","","",""
"2917","Commerce","Andrew Lawler","Deputy Assistant Secretary for International Fisheries","","","$175,000","2018-09-17","","","","","","15","andrew-lawler","","","","","commerce","","","","","Mr. Lawler’s career in international trade began 30 years ago when he launched the first of three magazines to help U.S. companies grow their exports and global footprint. As publisher and CEO for these magazines, his business travels took him throughout Europe and Asia as he established networks for worldwide distribution. In addition, Mr. Lawler was a publisher for a saltwater sportfishing magazine for 15 years, and he launched a saltwater fishing trade show that is now in its tenth year. Concurrently, Mr. Lawler’s interest in agriculture led him to launch a media company that serves America’s cattle ranchers.

Mr. Lawler is a graduate of the University of Southern California with a degree in public relations from the Annenberg School of Communications and Journalism. He has served on a number of boards and is currently on the Board of Trustees at Northrise University in Zambia.","National Oceanic and Atmospheric Administration","https://www.fisheries.noaa.gov/feature-story/noaa-appoints-drew-lawler-new-deputy-assistant-secretary-international-fisheries","","Lawler","","","","",""
"3274","Labor","Thomas A. Deuschle","Senior Policy Advisor, Employment and Training Administration","","","$179,700","2018-03-18","","","","","","14","thomas-a-deuschle","","","","","labor","","","","","","","","","Deuschle","","","","",""
"2921","Housing and Urban Development","Shane Robert Hofer","Special Assistant, Office of the Administration","","","$45,972","2018-09-17","","","","","","75","shane-robert-hofer","","","","","housing-and-urban-development","","","","","","","","","Hofer","","","","",""
"2974","Justice","David Palmer","Senior Counselor to the Assistant Attorney General, National Security Division","","","","2018-09-02","","","","","","29","david-palmer","","","","","justice","","","","https://www.linkedin.com/in/david-p-palmer-2930183/","","","","","Palmer","","","","",""
"2924","Management and Budget","Alexandra Campana","Confidential Assistant, General Government Programs","","","$56,233","2018-09-17","","","","","","52","alexandra-campana","","","","","management-and-budget","","","","","","","","","Campana","","","","",""
"2922","Housing and Urban Development","Todd Matthew Thurman","Digital Strategy Specialist, Office of Public Affairs","","","$113,132","2018-09-17","","","","","","75","todd-matthew-thurman","","","","","housing-and-urban-development","","","","","","","","","Thurman","","","","",""
"2931","State","Teresa Davis","Special Assistant, Bureau of Education and Cultural Affairs","","","$68,036","2018-09-16","","","","","","12","teresa-davis","","","","","state","","","","","Upon graduation, Teresa Davis took a leap of faith and moved from her tiny hometown of Hoschton, GA, to the thriving political city of Washington, DC. In the short two and a half years that she has lived in DC, she has gone from unemployed millennial to budding journalist to being named one of “The Hill’s 50 Most Beautiful.” In that short time, she has grown personally and professionally, citing the amazing networking opportunities and relationships that have opened many doors for her, all of which were a result of her move to DC.

Teresa served the past year as Miss District of Columbia 2014 where she competed for the title of Miss America in Atlantic City, New Jersey in 2014. In addition to her duties as Miss DC, she focused her entire reign on advocating for military families and military support. She spent her year volunteering for many military support organizations including the USO and Blue Star Families. She continues to support and volunteer with many military causes and organizations. She is the daughter of a retired Major in the US Army, and will always honor our military and its families in any way possible.

She currently works on Capitol Hill for U.S. Congressman Tom Cole (OK-04) as a legislative correspondent. Before she roamed the halls of our nation’s Capitol, she was an eager journalist at the BBC, where she produced and edited content for BBC World New’s social media team and its Arabic Unit. She plans to continue her career in politics and return to graduate school to study international affairs. She is a graduate of the University of Georgia with dual degrees in broadcast journalism and Spanish, and has studied at Oxford University in the United Kingdom as well as the Universidad de Cadiz in Cadiz, Spain.","Enlightened Women Website","https://enlightenedwomen.org/young-professional-spot-teresa-davis/","","Davis","","","","",""
"3209","Health and Human Services","Arne W. Owens","Principal Deputy Assistant Secretary, Substance Abuse and Mental Health Services Administration","","","$160,000","2018-04-29","","","","","","6","arne-w-owens","","","","","health-and-human-services","","","","","Arne Owens is the Principal Deputy Assistant Secretary for the Substance Abuse and Mental Health Services Administration (SAMHSA), U.S. Department of Health and Human Services.  Mr. Owens came to SAMHSA following service on Capitol Hill as health care policy advisor for Sen. Bob Corker (Tennessee) and Sen. David Vitter (Louisiana), and as global health policy advisor for the U.S. Senate Committee on Foreign Relations.  Previously he served in state government as Chief Deputy Director of the Virginia Department of Health Professions under then Gov. Bob McDonnell, at SAMHSA as Senior Advisor to the Administrator in the administration of then President George W. Bush, and as Deputy Commissioner, Virginia Department of Mental Health, Mental Retardation and Substance Abuse Services, under former Gov. James Gilmore 

Until 1997, Mr. Owens was a career Army officer, retiring as a lieutenant colonel after serving in a variety of executive and staff assignments throughout the world, including Korea and the Persian Gulf and Iraq during Operation Desert Storm.  He completed his military service in the Office of the Secretary of Defense, supporting the Assistant Secretary of Defense for Public Affairs and the Assistant Secretary of Defense for International Security Affairs.

Mr. Owens is a graduate of the U. S. Military Academy at West Point, and holds a Master of Science Degree from the University of Southern California.","Substance Abuse and Mental Health Services Administration","https://www.samhsa.gov/about-us/who-we-are/leadership/biographies/arne-owens","","Owens","","","","",""
"2932","Agriculture","Evan Lee","Chief of Staff, Office of the Assistant Secretary for Congressional Relations","","","$96,970","2018-09-16","","","","","","5","evan-lee","","","","","agriculture","","","","","","","","","Lee","","","","",""
"2933","Defense","Colin M. MacDermott","Special Assistant, Office of the Assistant Secretary of Defense (Legislative Affairs)","","","$96,970","2018-09-16","","","","","","13","colin-m-macdermott","","","","","defense","","","","","","","","","MacDermott","","","","",""
"2989","Interior","Robert Earl Gordon","Deputy Assistant Secretary for Policy","","","$162,000","2018-08-27","","","","","","33","robert-earl-gordon","","","","","interior","false","","","","","","","","Gordon","","","","",""
